Position Bucket,Display Rank,Player,Team,Bye Week,Floor,Points,Ceiling,SD,Uncertainty,VOR,Drop Off,Tier,Age,ADP,AAV,Rank - Overall,Rank - Position,ECR,Injury Status,Points Spread,Experience
LB,17,Devin Bush,CHI,10,68.4,98.2,141,40.5,38,-12.5,0.146,1,28,,8.86,224,17,26.2,,72.6,7
LB,18,Zack Baun,PHI,10,71.3,98,137,37,11,-12.6,0.405,1,29,133,20.9,227,18,10.8,,65.7,6
LB,19,Tyrel Dodson,MIA,6,67.6,97.6,141,41.3,79,-13,0.243,1,28,,6.7,234,19,43.3,,73.4,7
LB,20,Daiyan Henley,LAC,7,66.1,97.4,136,37.3,20,-13.3,0.544,1,26,165,,237,20,27.8,,69.9,3
LB,21,Patrick Queen,PIT,9,71.1,96.8,131,32.4,30,-13.8,1.91,1,27,197,15.5,244,21,34.8,,59.9,6
LB,22,Edgerrin Cooper,GB,11,60.7,94.9,131,36.8,18,-15.7,0.36,1,24,110,,262,22,19.2,,70.3,2
LB,23,DeMarvion Overshown,DAL,14,61.3,94.6,139,42.6,77,-16.1,1.2,1,25,,,268,23,44.2,Q,77.7,3
LB,24,Sonny Styles,WAS,7,70.2,93.4,132,36.5,13,-17.3,0.161,1,21,77.4,,282,24,17.2,,61.8,0
LB,25,Zaire Franklin,GB,11,69.5,93.2,125,30.5,3,-17.4,0.369,2,30,174,15.4,283,25,17.4,,55.5,8
LB,26,Devin Lloyd,CAR,5,71,92.8,119,25.6,5,-17.8,0.00411,2,27,158,10.1,290,26,25.3,,48,4
LB,27,Robert Spillane,NE,11,54.8,92.8,140,45.3,62,-17.8,0.286,2,30,,,291,27,21.6,,85.2,8
LB,28,Nakobe Dean,LVR,13,46.7,92.6,147,53.2,80,-18.1,0.773,2,25,176,8.33,295,28,31.1,,100.3,4
LB,29,Demario Davis,NYJ,13,49.2,91.8,141,48.3,82,-18.9,0.957,2,37,,4.58,304,29,40.8,,91.8,14
LB,30,Kaden Elliss,NO,8,63,90.8,124,32.2,16,-19.8,0.538,2,31,,9.94,313,30,26.1,,61,7
LB,31,Terrel Bernard,BUF,7,63.5,90.3,125,32.9,23,-20.4,0.989,2,27,,,318,31,32,,61.5,4
LB,32,Azeez Al-Shaair,HOU,8,51.4,89.3,132,42.3,56,-21.3,1.85,2,29,,14.1,332,32,26.8,,80.6,7
LB,33,Demetrius Knight,CIN,6,66.6,87.4,121,31.3,36,-23.2,1.44,2,26,,,348,33,50.5,,54.4,1
LB,34,CJ Allen,IND,13,70.4,86,105,18.6,1,-24.6,1.65,2,21,109,,362,34,25.5,Q,34.6,0
LB,35,Mack Wilson,ARI,14,57.3,84.4,128,41,75,-26.3,0.871,2,28,,6.34,378,35,40.8,,70.7,7
LB,36,Quincy Williams,CLE,11,54.5,83.5,121,35.9,31,-27.2,0.924,2,29,,11.8,386,36,35.7,,66.5,7
LB,37,Drue Tranquill,KC,5,61.5,82.6,118,33.3,46,-28.1,0.44,2,30,,7.3,392,37,51.8,Q,56.5,7
LB,38,Divine Deablo,ATL,11,55,82.1,123,38.2,51,-28.5,0.0979,2,27,,6.58,396,38,34.2,Q,68,5
LB,39,T.J. Edwards,CHI,10,44.1,82,140,54,90,-28.6,3.27,2,30,196,13.4,399,39,24.7,,95.9,7
LB,40,Jihaad Campbell,PHI,10,50.4,78.8,121,39.8,85,-31.9,0.542,2,26,164,,424,40,50.2,,70.6,1
LB,41,Jihaad Campbell,PHI,10,50.4,78.8,121,39.8,85,-31.9,0.542,2,26,164,,424,40,50.2,,70.6,1
LB,42,Alex Anzalone,TB,10,50.9,78.2,117,36.2,44,-32.4,0.617,2,31,,,425,41,39.8,,66.1,9
LB,43,Eric Wilson,MIN,6,57.9,77.6,104,25.1,10,-33,0.958,2,31,,6.34,434,42,45.5,,46.1,9
LB,44,Dee Winters,DAL,14,53.9,76.6,104,26.5,26,-34,1.04,2,25,,8.54,439,43,41.5,,50.1,3
LB,45,Dre Greenlaw,SF,8,45.3,75.6,120,42,93,-35,0.86,2,29,,8.16,445,44,55.2,,74.7,7
LB,46,Arvell Reese,NYG,8,37.6,74.7,123,46.4,97,-35.9,0.678,2,20,126,,454,45,31.7,,85.4,0
LB,47,Arvell Reese,NYG,8,37.6,74.7,123,46.4,89,-35.9,0.678,2,20,126,,454,45,49.2,,85.4,0
LB,48,Drake Thomas,SEA,11,57.2,74.1,101,25.2,7,-36.6,0.292,2,26,,11.2,460,46,55.6,,43.8,3
LB,49,SirVocea Dennis,TB,10,60.2,73.8,86.1,18.8,84,-36.9,0.354,2,26,,,463,47,99.8,,25.9,3
LB,50,Henry To'oTo'o,HOU,8,44.7,73.4,113,37.7,49,-37.2,0.989,2,25,,,469,48,56,,68.3,3
LB,51,Cody Barton,TEN,9,46.9,72.4,101,28.6,99,-38.2,0.288,2,29,,4.49,472,49,85.7,,54.1,7
LB,52,Akeem Davis-Gaither,IND,13,40.6,72.1,114,40.1,59,-38.5,2.81,2,28,,,473,50,55.5,,73.4,6
LB,53,Christian Harris,ATL,11,48.2,69.3,103,31.6,69,-41.3,0.0572,2,25,,6.74,498,51,64,,54.8,4
LB,54,Trevin Wallace,CAR,5,47.6,69.3,104,32.7,72,-41.4,0.131,2,23,,,499,52,69.4,,56.4,2
LB,55,Derrick Barnes,DET,6,48.4,69.1,97,26.5,33,-41.5,0.136,2,27,,,502,53,72.4,,48.6,5
LB,56,Josiah Trotter,TB,10,,69,,,98,-41.6,0.116,2,21,201,,505,54,65.2,,,0
LB,57,Christian Elliss,NE,11,53.1,68.9,95.8,25.1,15,-41.8,3.36,2,27,,4.68,509,55,69,,42.7,5
LB,58,Ventrell Miller,JAC,7,47.2,65.5,94.9,27.5,61,-45.1,0.387,2,27,,6.12,542,56,59.9,,47.7,3
LB,59,Frankie Luvu,WAS,7,44.8,65.1,99.7,32.3,74,-45.5,0.764,2,29,,4.73,549,57,59.3,,54.9,8
LB,60,Omar Speights,LAR,11,46.3,64.4,90.2,24.4,34,-46.3,3.52,2,25,,,561,58,75.9,,43.9,2
LB,61,Teddye Buchanan,BAL,13,32.2,60.8,89.5,29.6,67,-49.8,2.06,3,23,,,602,59,75.1,O,57.3,1
LB,62,Payton Wilson,PIT,9,43.1,58.8,73.6,22.2,2,-51.9,2.08,3,26,,,623,60,47.2,,30.5,2
DB,1,Kyle Hamilton,BAL,13,81.6,99.2,129,27.5,34,7.3,1.37,1,25,169,12.3,95,1,2.18,,47.4,4
DB,2,Kamren Curl,LAR,11,76,97.8,126,27.3,50,5.93,0.808,1,27,,6.14,98,2,8.91,,50,6
DB,3,Talanoa Hufanga,DEN,10,76.6,97,125,26.4,42,5.12,0.34,1,26,,7.61,100,3,14.4,,48.4,5
DB,4,Nick Cross,WAS,7,83.2,96.7,118,20.3,16,4.78,1.25,1,24,,10,103,4,4.27,,34.8,4
DB,5,Tykee Smith,TB,10,69.8,95.4,131,33.3,73,3.53,1.41,1,25,,7.37,110,5,6.64,,61.2,2
DB,6,Budda Baker,ARI,14,71.6,94,127,30.9,60,2.11,0.0529,1,30,,11.1,116,6,6.09,,55.4,9
DB,7,DeShon Elliott,PIT,9,72.5,93.9,120,25.3,56,2.06,0.6,1,29,,8.64,117,7,17.6,,47.5,8
DB,8,Antoine Winfield,TB,10,71.4,93.3,115,22.7,26,1.46,1.07,1,27,,6.6,123,8,15.4,,43.6,6
DB,9,Jessie Bates,ATL,11,77.1,92.3,116,22.4,21,0.396,0.396,1,29,,9.38,127,9,6,Q,38.9,8
DB,10,Kamari Lassiter,HOU,8,75.4,91.9,117,23.2,39,0,0.829,1,23,,,130,10,36.2,,41.6,2
DB,11,Xavier McKinney,GB,11,72.8,91,118,25.6,48,-0.829,0.135,1,27,,11.6,136,11,14.8,,45.2,6
DB,12,Xavier Watts,ATL,11,77.4,90.9,111,18.8,18,-0.964,0.0818,1,24,,,140,12,20.3,Q,33.6,1
DB,13,Jaquan Brisker,PIT,9,66.6,90.8,120,28.3,55,-1.05,0.537,1,27,,5.21,141,13,27.4,,53.4,4
DB,14,Nick Emmanwori,SEA,11,61.7,90.3,121,30.9,77,-1.58,0.036,1,22,175,,145,14,4.09,O,59.3,1
DB,15,Julian Love,SEA,11,78.4,90.3,102,12.4,6,-1.62,0.328,1,28,,6.36,146,15,24.6,,23.6,7
DB,16,Chamarri Conner,KC,5,74.9,89.9,116,24.3,40,-1.95,0.45,1,26,,6.17,148,16,16.4,,41.1,3
DB,17,Trevon Moehrig,CAR,5,74.5,89.5,114,23.1,29,-2.4,0.0117,1,27,,,151,17,12.6,,39.5,5
DB,18,Kevin Byard,NE,11,79.9,89.5,103,12.8,10,-2.41,0.577,1,32,,4.18,152,18,15.6,,23.1,10
DB,19,Derwin James,LAC,7,67.3,88.9,122,30.8,65,-2.99,0.423,1,30,,7.61,155,19,2.09,,54.7,8
DB,20,Jordan Battle,CIN,6,71.3,88.5,119,28.7,66,-3.41,0.0107,1,25,,,157,20,12.7,,47.7,3
DB,21,Tyson Campbell,CLE,11,75,88.5,109,19,53,-3.42,0.0532,1,26,,4.56,158,21,66.8,,34,5
DB,22,Jeremy Chinn,LVR,13,64.1,88.4,124,33.6,74,-3.47,0.672,1,28,,,160,22,9.09,,59.9,6
DB,23,Marlon Humphrey,BAL,13,77.4,87.7,96.2,9.93,2,-4.15,0.217,1,30,,4.06,162,23,41.4,,18.8,9
DB,24,Cooper DeJean,PHI,10,69.5,87.5,103,17.1,24,-4.36,0.303,1,23,,,163,24,21.6,,33.5,2
DB,25,Devon Witherspoon,SEA,11,70.3,87.2,110,21.8,27,-4.67,0.491,1,25,,4.18,165,25,28.8,,39.7,3
DB,26,Paulson Adebo,NYG,8,65.7,86.7,113,25.1,32,-5.16,0.405,1,27,,,167,26,29.8,,47.3,5
DB,27,Alohi Gilman,KC,5,53.4,86.3,114,32.1,97,-5.56,0.00428,1,28,,3.58,169,27,81.6,,60.6,6
DB,28,Michael Jackson,CAR,5,81.9,86.3,91,6.58,3,-5.57,0.311,1,29,,,170,28,64.4,,9.1,7
DB,29,Michael Jackson,CAR,5,81.9,86.3,91,6.58,3,-5.57,0.311,1,29,,,170,28,64.4,,9.1,7
DB,30,Cole Bishop,BUF,7,66.2,86,115,27,52,-5.88,0.375,1,23,,,172,29,39.4,,48.8,2
DB,31,Marcus Jones,NE,11,78.6,85.6,93.1,10.5,58,-6.25,0.39,1,27,,3.94,174,30,79,,14.5,4
DB,32,Minkah Fitzpatrick,NYJ,13,72.5,85.2,108,21,37,-6.64,0.178,1,29,,4.63,177,31,39.1,,35.5,8
DB,33,Camryn Bynum,IND,13,69.6,85.1,97.8,14.9,13,-6.82,0.0998,1,28,,4.22,178,32,35.4,,28.2,5
DB,34,Nick Scott,CAR,5,62.5,85,114,28.1,89,-6.92,0.499,1,31,,4.58,179,33,78.6,,51.5,7
DB,35,Quentin Lake,LAR,11,61.2,84.5,112,27,63,-7.42,0.169,1,27,,,183,34,12.9,,50.8,4
DB,36,Alontae Taylor,TEN,9,71.4,84.3,98,13.9,15,-7.59,0.126,1,27,,,184,35,36.4,,26.6,4
DB,37,Christian Gonzalez,NE,11,68.3,84.2,106,21,19,-7.71,0.133,1,24,,,185,36,64.2,,37.7,3
DB,38,Justin Reid,NO,8,62.4,84,111,26,76,-7.85,1.01,2,29,,,186,37,61.7,,48.6,8
DB,39,Justin Reid,NO,8,62.4,84,111,26,90,-7.85,1.01,2,29,,,186,37,412,,48.6,8
DB,40,Josh Metellus,MIN,6,55.3,83,116,32.3,84,-8.85,0.203,2,28,,,191,38,28.7,Q,60.7,6
DB,41,Malik Mustapha,SF,8,61.3,82.8,115,30.7,85,-9.06,0.355,2,24,,,192,39,43.3,Q,53.7,2
DB,42,DaRon Bland,DAL,14,63.3,82.5,111,27.1,47,-9.41,0.401,2,27,,,193,40,54.8,,47.7,4
DB,43,Brandon Jones,DEN,10,63.9,82.1,106,22.6,31,-9.81,0.0349,2,28,,,199,41,31.6,,42.1,6
DB,44,Kool-Aid McKinstry,NO,8,69.4,82,94.9,13.3,95,-9.85,0.752,2,23,,,200,42,80,,25.5,2
DB,45,Jalen Pitre,HOU,8,55,81.3,108,27.5,45,-10.6,0.407,2,27,,,206,43,22.2,,53,4
DB,46,Jalen Thompson,DAL,14,56.8,80.9,113,30.8,81,-11,0.244,2,28,,4.1,210,44,34.7,,56.2,7
DB,47,Amani Hooker,TEN,9,50.2,80.6,107,29.4,94,-11.2,0.279,2,28,,,213,45,46.8,,56.8,7
DB,48,Riley Moss,DEN,10,77.1,80.3,83.8,4.88,1,-11.5,0.584,2,26,,,215,46,50.4,,6.7,3
DB,49,Ronnie Hickman,CLE,11,61.2,79.8,111,29.5,92,-12.1,0.0187,2,24,,,221,47,75.8,,49.8,3
DB,50,Kamren Kinchens,LAR,11,70.2,79.7,89.8,14.2,82,-12.1,1.23,2,23,,10.5,223,48,57.8,,19.6,2
DB,51,Evan Williams,GB,11,58.3,78.5,109,28.6,71,-13.4,0.153,2,25,,,241,49,44.8,,50.7,2
DB,52,Keisean Nixon,GB,11,64.1,78.4,94.3,15.8,11,-13.5,0.193,2,29,,,242,50,75,,30.2,7
DB,53,Bryan Cook,CIN,6,62.1,78.2,106,25.7,44,-13.7,0.577,2,26,,,243,51,85.6,Q,43.9,4
DB,54,Eric Murray,JAC,7,60.6,77.6,98.4,20.2,79,-14.3,0.882,2,32,,,247,52,90.2,,37.8,10
DB,55,Nate Wiggins,BAL,13,73.9,76.7,79.7,4.24,8,-15.2,0.0926,2,22,,,255,53,92.4,Q,5.8,2
DB,56,Zyon McCollum,TB,10,57.4,76.6,102,23.8,68,-15.3,0.27,2,27,,,257,54,72.8,,44.6,4
DB,57,A.J. Terrell,ATL,11,63.3,76.3,92.6,15.7,98,-15.5,0.305,2,27,,3.22,260,55,74.5,,29.3,6
DB,58,A.J. Terrell,ATL,11,63.3,76.3,92.6,15.7,98,-15.5,0.305,2,27,,3.22,260,55,74.5,,29.3,6
DB,59,Craig Woodson,NE,11,56.4,76,102,25.1,87,-15.8,0.49,2,25,,,266,56,64.7,,45.6,1
DB,60,Brian Branch,DET,6,61.1,75.5,89.2,14.5,35,-16.3,0.692,2,24,,6.58,270,57,19.7,O,28.1,3
DB,61,Trent McDuffie,LAR,11,48.8,74.9,107,31.3,69,-17,0.05,2,25,,,278,58,64.2,,58.2,4
DB,62,Grant Delpit,CLE,11,58.7,74.8,96.5,20.6,23,-17.1,0.908,2,27,,,280,59,38.2,,37.8,6
DB,63,Jeremy Reaves,WAS,7,,73.9,,,61,-18,2.22,2,29,,,293,60,224,,,8
