scoring,source,season,last_updated,ranking,player,position,position_rank,team,bye,tier,rank_best,rank_worst,rank_average,rank_stddev,adp_rank,player_id,fantasypros_url
ppr,FantasyPros ECR,2026,8/13,149,Brenton Strange,TE,TE18,JAC,7,9,111,236,155.34,25.88,154,25345,https://www.fantasypros.com/nfl/players/brenton-strange.php
ppr,FantasyPros ECR,2026,8/13,150,Daniel Jones,QB,QB25,IND,13,9,113,295,158.23,31.81,175,18232,https://www.fantasypros.com/nfl/players/daniel-jones.php
ppr,FantasyPros ECR,2026,8/13,151,Keaton Mitchell,RB,RB51,LAC,7,9,122,238,156.20,25.42,186,25360,https://www.fantasypros.com/nfl/players/keaton-mitchell.php
ppr,FantasyPros ECR,2026,8/13,152,Denzel Boston,WR,WR58,CLE,11,9,116,304,160.32,33.90,161,27339,https://www.fantasypros.com/nfl/players/denzel-boston.php
ppr,FantasyPros ECR,2026,8/13,153,Houston Texans,DST,DST1,HOU,8,9,144,177,152.97,5.43,105,8120,https://www.fantasypros.com/nfl/players/houston-defense.php
ppr,FantasyPros ECR,2026,8/13,154,Jerry Jeudy,WR,WR59,CLE,11,9,116,269,159.96,23.09,166,19201,https://www.fantasypros.com/nfl/players/jerry-jeudy.php
ppr,FantasyPros ECR,2026,8/13,155,Jauan Jennings,WR,WR60,MIN,6,9,91,270,156.84,30.66,189,19590,https://www.fantasypros.com/nfl/players/jauan-jennings.php
ppr,FantasyPros ECR,2026,8/13,156,Bryce Young,QB,QB26,CAR,5,10,134,276,166.77,22.69,206,22900,https://www.fantasypros.com/nfl/players/bryce-young.php
ppr,FantasyPros ECR,2026,8/13,157,Hunter Henry,TE,TE19,NE,11,10,124,228,167.26,23.76,150,15561,https://www.fantasypros.com/nfl/players/hunter-henry.php
ppr,FantasyPros ECR,2026,8/13,158,Tank Bigsby,RB,RB52,PHI,10,10,134,234,169.04,22.95,169,22908,https://www.fantasypros.com/nfl/players/tank-bigsby.php
ppr,FantasyPros ECR,2026,8/13,159,Adonai Mitchell,WR,WR61,NYJ,13,10,133,270,170.33,24.82,209,24357,https://www.fantasypros.com/nfl/players/adonai-mitchell.php
ppr,FantasyPros ECR,2026,8/13,160,Omar Cooper Jr.,WR,WR62,NYJ,13,10,133,301,167.84,34.08,191,28127,https://www.fantasypros.com/nfl/players/omar-cooper-jr.php
ppr,FantasyPros ECR,2026,8/13,161,Brian Robinson Jr.,RB,RB53,ATL,11,10,145,234,172.51,21.28,157,20094,https://www.fantasypros.com/nfl/players/brian-robinson-jr.php
ppr,FantasyPros ECR,2026,8/13,162,Jonah Coleman,RB,RB54,DEN,10,10,130,322,166.88,34.09,187,27320,https://www.fantasypros.com/nfl/players/jonah-coleman.php
ppr,FantasyPros ECR,2026,8/13,163,Jalen McMillan,WR,WR63,TB,10,10,128,293,170.02,25.64,167,23179,https://www.fantasypros.com/nfl/players/jalen-mcmillan.php
ppr,FantasyPros ECR,2026,8/13,164,Denver Broncos,DST,DST2,DEN,10,10,150,211,163.35,7.62,116,8090,https://www.fantasypros.com/nfl/players/denver-defense.php
ppr,FantasyPros ECR,2026,8/13,165,Tre Tucker,WR,WR64,LV,13,10,109,289,173.17,29.18,177,25337,https://www.fantasypros.com/nfl/players/tre-tucker.php
ppr,FantasyPros ECR,2026,8/13,166,Oronde Gadsden II,TE,TE20,LAC,7,10,97,246,176.46,37.28,165,25997,https://www.fantasypros.com/nfl/players/oronde-gadsden-ii.php
ppr,FantasyPros ECR,2026,8/13,167,Dalton Schultz,TE,TE21,HOU,8,10,97,236,178.48,26.17,179,17349,https://www.fantasypros.com/nfl/players/dalton-schultz.php
ppr,FantasyPros ECR,2026,8/13,168,De'Zhaun Stribling,WR,WR65,SF,8,10,100,290,178.77,43.41,174,28138,https://www.fantasypros.com/nfl/players/dezhaun-stribling.php
ppr,FantasyPros ECR,2026,8/13,169,Seattle Seahawks,DST,DST3,SEA,11,10,154,195,167.76,4.92,124,8260,https://www.fantasypros.com/nfl/players/seattle-defense.php
ppr,FantasyPros ECR,2026,8/13,170,Los Angeles Rams,DST,DST4,LAR,11,10,149,190,168.28,7.75,117,8280,https://www.fantasypros.com/nfl/players/los-angeles-rams-defense.php
ppr,FantasyPros ECR,2026,8/13,171,Tre' Harris,WR,WR66,LAC,7,10,140,296,180.90,27.64,230,26215,https://www.fantasypros.com/nfl/players/tre-harris.php
ppr,FantasyPros ECR,2026,8/13,172,Travis Hunter,WR,WR67,JAC,7,10,116,292,175.36,30.81,212,26034,https://www.fantasypros.com/nfl/players/travis-hunter.php
ppr,FantasyPros ECR,2026,8/13,173,Braelon Allen,RB,RB55,NYJ,13,10,132,266,181.23,33.09,197,24346,https://www.fantasypros.com/nfl/players/braelon-allen.php
ppr,FantasyPros ECR,2026,8/13,174,Philadelphia Eagles,DST,DST5,PHI,10,10,157,235,174.56,9.79,138,8230,https://www.fantasypros.com/nfl/players/philadelphia-defense.php
ppr,FantasyPros ECR,2026,8/13,175,Ryan Flournoy,WR,WR68,DAL,14,10,149,324,183.59,25.53,268,26398,https://www.fantasypros.com/nfl/players/ryan-flournoy.php
ppr,FantasyPros ECR,2026,8/13,176,T.J. Hockenson,TE,TE22,MIN,6,10,138,246,192.18,20.43,156,18290,https://www.fantasypros.com/nfl/players/tj-hockenson.php
ppr,FantasyPros ECR,2026,8/13,177,Jacoby Brissett,QB,QB27,ARI,14,10,134,285,193.33,36.28,238,15642,https://www.fantasypros.com/nfl/players/jacoby-brissett.php
ppr,FantasyPros ECR,2026,8/13,178,Brandon Aubrey,K,K1,DAL,14,10,166,193,186.37,3.60,120,26068,https://www.fantasypros.com/nfl/players/brandon-aubrey.php
ppr,FantasyPros ECR,2026,8/13,179,Ray Davis,RB,RB56,BUF,7,10,143,271,195.12,31.82,235,26191,https://www.fantasypros.com/nfl/players/ray-davis.php
ppr,FantasyPros ECR,2026,8/13,180,Kimani Vidal,RB,RB57,LAC,7,10,152,288,194.77,34.70,225,26355,https://www.fantasypros.com/nfl/players/kimani-vidal.php
ppr,FantasyPros ECR,2026,8/13,181,Pittsburgh Steelers,DST,DST6,PIT,9,10,161,240,187.69,8.39,159,8240,https://www.fantasypros.com/nfl/players/pittsburgh-defense.php
ppr,FantasyPros ECR,2026,8/13,182,New England Patriots,DST,DST7,NE,11,10,163,226,185.18,8.51,158,8180,https://www.fantasypros.com/nfl/players/new-england-defense.php
ppr,FantasyPros ECR,2026,8/13,183,Jacksonville Jaguars,DST,DST8,JAC,7,10,164,279,189.18,15.15,172,8140,https://www.fantasypros.com/nfl/players/jacksonville-defense.php
ppr,FantasyPros ECR,2026,8/13,184,Minnesota Vikings,DST,DST9,MIN,6,10,167,254,186.40,11.30,164,8170,https://www.fantasypros.com/nfl/players/minnesota-defense.php
ppr,FantasyPros ECR,2026,8/13,185,Jalen Nailor,WR,WR69,LV,13,10,123,305,196.78,44.17,168,24177,https://www.fantasypros.com/nfl/players/jalen-nailor.php
ppr,FantasyPros ECR,2026,8/13,186,Emmett Johnson,RB,RB58,KC,5,10,151,322,197.09,40.65,201,28107,https://www.fantasypros.com/nfl/players/emmett-johnson.php
ppr,FantasyPros ECR,2026,8/13,187,Los Angeles Chargers,DST,DST10,LAC,7,10,171,280,191.71,13.93,176,8250,https://www.fantasypros.com/nfl/players/los-angeles-chargers-defense.php
ppr,FantasyPros ECR,2026,8/13,188,Kayshon Boutte,WR,WR70,NE,11,10,154,277,192.15,25.91,200,22989,https://www.fantasypros.com/nfl/players/kayshon-boutte.php
ppr,FantasyPros ECR,2026,8/13,189,Sean Tucker,RB,RB59,TB,10,10,141,284,195.85,32.26,233,23679,https://www.fantasypros.com/nfl/players/sean-tucker.php
ppr,FantasyPros ECR,2026,8/13,190,Dontayvion Wicks,WR,WR71,PHI,10,10,133,268,201.63,30.24,270,24354,https://www.fantasypros.com/nfl/players/dontayvion-wicks.php
ppr,FantasyPros ECR,2026,8/13,191,Cameron Dicker,K,K2,LAC,7,10,170,227,194.37,5.80,146,23901,https://www.fantasypros.com/nfl/players/cameron-dicker.php
ppr,FantasyPros ECR,2026,8/13,192,Ka'imi Fairbairn,K,K3,HOU,8,10,173,213,192.31,3.81,152,15756,https://www.fantasypros.com/nfl/players/kaimi-fairbairn.php
ppr,FantasyPros ECR,2026,8/13,193,James Conner,RB,RB60,ARI,14,10,117,318,190.26,41.64,199,16447,https://www.fantasypros.com/nfl/players/james-conner.php
ppr,FantasyPros ECR,2026,8/13,194,Pat Bryant,WR,WR72,DEN,10,10,142,280,202.40,29.01,305,27211,https://www.fantasypros.com/nfl/players/pat-bryant.php
ppr,FantasyPros ECR,2026,8/13,195,AJ Barner,TE,TE23,SEA,11,10,138,256,207.91,25.18,202,26335,https://www.fantasypros.com/nfl/players/aj-barner.php
ppr,FantasyPros ECR,2026,8/13,196,Malik Washington,WR,WR73,MIA,6,11,128,291,200.44,39.58,221,26314,https://www.fantasypros.com/nfl/players/malik-washington.php
ppr,FantasyPros ECR,2026,8/13,197,Troy Franklin,WR,WR74,DEN,10,11,126,328,197.79,38.48,265,23092,https://www.fantasypros.com/nfl/players/troy-franklin.php
ppr,FantasyPros ECR,2026,8/13,198,Cam Little,K,K4,JAC,7,11,171,252,198.67,9.32,163,26475,https://www.fantasypros.com/nfl/players/cam-little.php
ppr,FantasyPros ECR,2026,8/13,199,Baltimore Ravens,DST,DST11,BAL,13,11,171,280,199.28,17.41,162,8020,https://www.fantasypros.com/nfl/players/baltimore-defense.php
ppr,FantasyPros ECR,2026,8/13,200,Jason Myers,K,K5,SEA,11,11,174,253,200.47,8.99,145,14003,https://www.fantasypros.com/nfl/players/jason-myers.php
ppr,FantasyPros ECR,2026,8/13,201,Jaylin Noel,WR,WR75,HOU,8,11,140,302,200.59,31.21,293,27122,https://www.fantasypros.com/nfl/players/jaylin-noel.php
ppr,FantasyPros ECR,2026,8/13,202,Calvin Ridley,WR,WR76,TEN,9,11,137,316,207.70,35.04,183,17258,https://www.fantasypros.com/nfl/players/calvin-ridley.php
ppr,FantasyPros ECR,2026,8/13,203,Emanuel Wilson,RB,RB61,SEA,11,11,143,293,209.34,35.75,214,25885,https://www.fantasypros.com/nfl/players/emanuel-wilson.php
ppr,FantasyPros ECR,2026,8/13,204,Green Bay Packers,DST,DST12,GB,11,11,181,279,201.30,21.30,205,8110,https://www.fantasypros.com/nfl/players/green-bay-defense.php
ppr,FantasyPros ECR,2026,8/13,205,Darnell Mooney,WR,WR77,NYG,8,11,142,295,206.96,24.09,242,19810,https://www.fantasypros.com/nfl/players/darnell-mooney.php
ppr,FantasyPros ECR,2026,8/13,206,Kenyon Sadiq,TE,TE24,NYJ,13,11,144,392,217.99,38.84,153,26055,https://www.fantasypros.com/nfl/players/kenyon-sadiq.php
ppr,FantasyPros ECR,2026,8/13,207,Eddy Pineiro,K,K6,SF,8,11,178,250,207.85,9.28,182,17575,https://www.fantasypros.com/nfl/players/eddy-pineiro.php
ppr,FantasyPros ECR,2026,8/13,208,Tyler Loop,K,K7,BAL,13,11,184,259,208.28,10.93,185,27534,https://www.fantasypros.com/nfl/players/tyler-loop.php
ppr,FantasyPros ECR,2026,8/13,209,Mike Washington Jr.,RB,RB62,LV,13,11,143,313,205.74,35.32,227,28108,https://www.fantasypros.com/nfl/players/mike-washington-jr.php
ppr,FantasyPros ECR,2026,8/13,210,Nicholas Singleton,RB,RB63,TEN,9,11,135,323,217.17,42.86,234,24343,https://www.fantasypros.com/nfl/players/nick-singleton.php
ppr,FantasyPros ECR,2026,8/13,211,Isaac TeSlaa,WR,WR78,DET,6,11,163,278,207.70,26.91,237,27446,https://www.fantasypros.com/nfl/players/isaac-teslaa.php
ppr,FantasyPros ECR,2026,8/13,212,Gunnar Helm,TE,TE25,TEN,9,11,153,281,221.18,26.93,251,27109,https://www.fantasypros.com/nfl/players/gunnar-helm.php
ppr,FantasyPros ECR,2026,8/13,213,Kansas City Chiefs,DST,DST13,KC,5,11,181,279,212.38,16.73,211,8150,https://www.fantasypros.com/nfl/players/kansas-city-defense.php
ppr,FantasyPros ECR,2026,8/13,214,Tank Dell,WR,WR79,HOU,8,11,150,281,215.37,28.30,173,25361,https://www.fantasypros.com/nfl/players/nathaniel-dell.php
ppr,FantasyPros ECR,2026,8/13,215,Rashod Bateman,WR,WR80,BAL,13,11,165,296,222.50,27.01,286,19794,https://www.fantasypros.com/nfl/players/rashod-bateman.php
ppr,FantasyPros ECR,2026,8/13,216,Geno Smith,QB,QB28,NYJ,13,11,147,309,227.89,34.97,368,11687,https://www.fantasypros.com/nfl/players/geno-smith.php
ppr,FantasyPros ECR,2026,8/13,217,Cairo Santos,K,K8,CHI,10,11,196,282,216.47,13.41,198,13731,https://www.fantasypros.com/nfl/players/cairo-santos.php
ppr,FantasyPros ECR,2026,8/13,218,MarShawn Lloyd,RB,RB64,GB,11,11,136,330,226.10,55.33,262,23118,https://www.fantasypros.com/nfl/players/marshawn-lloyd.php
ppr,FantasyPros ECR,2026,8/13,219,Jake Bates,K,K9,DET,6,11,180,282,225.11,17.20,178,26075,https://www.fantasypros.com/nfl/players/jake-bates.php
ppr,FantasyPros ECR,2026,8/13,220,Detroit Lions,DST,DST14,DET,6,11,185,279,220.79,21.92,181,8100,https://www.fantasypros.com/nfl/players/detroit-defense.php
ppr,FantasyPros ECR,2026,8/13,221,Cooper Kupp,WR,WR81,SEA,11,11,150,298,223.67,30.02,193,16433,https://www.fantasypros.com/nfl/players/cooper-kupp.php
ppr,FantasyPros ECR,2026,8/13,222,Aaron Rodgers,QB,QB29,PIT,9,11,147,343,223.95,43.65,247,9001,https://www.fantasypros.com/nfl/players/aaron-rodgers.php
ppr,FantasyPros ECR,2026,8/13,223,Evan McPherson,K,K10,CIN,6,11,176,261,213.64,13.27,219,23297,https://www.fantasypros.com/nfl/players/evan-mcpherson.php
ppr,FantasyPros ECR,2026,8/13,224,Andy Borregales,K,K11,NE,11,11,183,285,219.45,16.48,222,27291,https://www.fantasypros.com/nfl/players/andres-borregales.php
ppr,FantasyPros ECR,2026,8/13,225,Chase McLaughlin,K,K12,TB,10,11,183,282,224.58,18.16,203,19058,https://www.fantasypros.com/nfl/players/chase-mclaughlin.php
ppr,FantasyPros ECR,2026,8/13,226,Kaytron Allen,RB,RB65,WAS,7,11,158,324,228.76,37.06,244,24362,https://www.fantasypros.com/nfl/players/kaytron-allen.php
ppr,FantasyPros ECR,2026,8/13,227,Jaydon Blue,RB,RB66,DAL,14,11,135,328,229.15,47.89,241,24344,https://www.fantasypros.com/nfl/players/jaydon-blue.php
ppr,FantasyPros ECR,2026,8/13,228,Terrance Ferguson,TE,TE26,LAR,11,11,155,290,232.56,25.43,207,23091,https://www.fantasypros.com/nfl/players/terrance-ferguson.php
ppr,FantasyPros ECR,2026,8/13,229,Harrison Mevis,K,K13,LAR,11,11,187,282,232.04,23.32,170,26638,https://www.fantasypros.com/nfl/players/harrison-mevis.php
ppr,FantasyPros ECR,2026,8/13,230,Zachariah Branch,WR,WR82,ATL,11,11,150,313,232.83,32.85,232,25419,https://www.fantasypros.com/nfl/players/zachariah-branch.php
ppr,FantasyPros ECR,2026,8/13,231,Antonio Williams,WR,WR83,WAS,7,11,136,328,218.15,42.12,208,25418,https://www.fantasypros.com/nfl/players/antonio-williams-wr.php
ppr,FantasyPros ECR,2026,8/13,232,Buffalo Bills,DST,DST15,BUF,7,11,189,338,229.09,22.73,196,8030,https://www.fantasypros.com/nfl/players/buffalo-defense.php
ppr,FantasyPros ECR,2026,8/13,233,Pat Freiermuth,TE,TE27,PIT,9,11,131,329,239.16,30.06,245,20163,https://www.fantasypros.com/nfl/players/pat-freiermuth.php
ppr,FantasyPros ECR,2026,8/13,234,Chimere Dike,WR,WR84,TEN,9,11,149,307,227.51,37.65,325,27315,https://www.fantasypros.com/nfl/players/chimere-dike.php
ppr,FantasyPros ECR,2026,8/13,235,Jaylen Wright,RB,RB67,MIA,6,11,156,294,228.05,27.33,253,25987,https://www.fantasypros.com/nfl/players/jaylen-wright.php
ppr,FantasyPros ECR,2026,8/13,236,Cleveland Browns,DST,DST16,CLE,11,11,172,316,211.67,30.27,195,8070,https://www.fantasypros.com/nfl/players/cleveland-defense.php
ppr,FantasyPros ECR,2026,8/13,237,Cade Otton,TE,TE28,TB,10,11,181,290,245.45,19.63,210,23181,https://www.fantasypros.com/nfl/players/cade-otton.php
ppr,FantasyPros ECR,2026,8/13,238,Germie Bernard,WR,WR85,PIT,9,11,173,319,236.01,33.30,275,26039,https://www.fantasypros.com/nfl/players/germie-bernard.php
ppr,FantasyPros ECR,2026,8/13,239,Greg Dulcich,TE,TE29,MIA,6,11,131,306,198.53,43.32,231,23153,https://www.fantasypros.com/nfl/players/greg-dulcich.php
ppr,FantasyPros ECR,2026,8/13,240,Harrison Butker,K,K14,KC,5,11,187,313,240.70,24.64,192,16712,https://www.fantasypros.com/nfl/players/harrison-butker.php
ppr,FantasyPros ECR,2026,8/13,241,Ollie Gordon II,RB,RB68,MIA,6,12,169,309,241.43,23.12,303,25984,https://www.fantasypros.com/nfl/players/ollie-gordon.php
ppr,FantasyPros ECR,2026,8/13,242,Elic Ayomanor,WR,WR86,TEN,9,12,168,344,239.15,37.47,284,27059,https://www.fantasypros.com/nfl/players/elic-ayomanor.php
ppr,FantasyPros ECR,2026,8/13,243,Evan Engram,TE,TE30,DEN,10,12,181,300,254.68,23.13,344,16411,https://www.fantasypros.com/nfl/players/evan-engram.php
ppr,FantasyPros ECR,2026,8/13,244,David Njoku,TE,TE31,LAC,7,12,181,299,247.26,21.20,204,16399,https://www.fantasypros.com/nfl/players/david-njoku.php
ppr,FantasyPros ECR,2026,8/13,245,Fernando Mendoza,QB,QB30,LV,13,12,159,345,253.76,40.20,213,28013,https://www.fantasypros.com/nfl/players/fernando-mendoza.php
ppr,FantasyPros ECR,2026,8/13,246,Keon Coleman,WR,WR87,BUF,7,12,170,331,243.55,31.56,299,26019,https://www.fantasypros.com/nfl/players/keon-coleman.php
ppr,FantasyPros ECR,2026,8/13,247,Chris Boswell,K,K15,PIT,9,12,184,282,242.03,17.60,223,13029,https://www.fantasypros.com/nfl/players/chris-boswell.php
ppr,FantasyPros ECR,2026,8/13,248,Isaiah Davis,RB,RB69,NYJ,13,12,171,294,245.04,29.92,430,25977,https://www.fantasypros.com/nfl/players/isaiah-davis.php
ppr,FantasyPros ECR,2026,8/13,249,Jack Bech,WR,WR88,LV,13,12,180,331,245.35,26.90,296,27224,https://www.fantasypros.com/nfl/players/jack-bech.php
ppr,FantasyPros ECR,2026,8/13,250,Justice Hill,RB,RB70,BAL,13,12,145,310,242.04,41.07,224,18256,https://www.fantasypros.com/nfl/players/justice-hill.php
ppr,FantasyPros ECR,2026,8/13,251,Tory Horton,WR,WR89,SEA,11,12,197,323,253.17,24.38,302,26022,https://www.fantasypros.com/nfl/players/tory-horton.php
ppr,FantasyPros ECR,2026,8/13,252,George Holani,RB,RB71,SEA,11,12,160,313,251.87,42.28,274,22915,https://www.fantasypros.com/nfl/players/george-holani.php
ppr,FantasyPros ECR,2026,8/13,253,Colby Parkinson,TE,TE32,LAR,11,12,214,353,261.69,20.86,271,19372,https://www.fantasypros.com/nfl/players/colby-parkinson.php
ppr,FantasyPros ECR,2026,8/13,254,Tua Tagovailoa,QB,QB31,ATL,11,12,139,346,265.76,36.33,297,19198,https://www.fantasypros.com/nfl/players/tua-tagovailoa.php
ppr,FantasyPros ECR,2026,8/13,255,Christian Kirk,WR,WR90,SF,8,12,178,324,253.27,29.97,229,17268,https://www.fantasypros.com/nfl/players/christian-kirk.php
ppr,FantasyPros ECR,2026,8/13,256,Chris Bell,WR,WR91,MIA,6,12,150,311,248.68,33.07,300,26038,https://www.fantasypros.com/nfl/players/chris-bell.php
ppr,FantasyPros ECR,2026,8/13,257,Jordan James,RB,RB72,SF,8,12,160,401,265.23,42.67,228,27310,https://www.fantasypros.com/nfl/players/jordan-james.php
ppr,FantasyPros ECR,2026,8/13,258,Demond Claiborne,RB,RB73,MIN,6,12,164,354,252.49,38.14,259,28084,https://www.fantasypros.com/nfl/players/demond-claiborne.php
ppr,FantasyPros ECR,2026,8/13,259,Elijah Sarratt,WR,WR92,BAL,13,12,208,323,257.32,22.39,323,27463,https://www.fantasypros.com/nfl/players/elijah-sarratt.php
ppr,FantasyPros ECR,2026,8/13,260,Malachi Fields,WR,WR93,NYG,8,12,190,379,255.61,33.86,226,27994,https://www.fantasypros.com/nfl/players/malachi-fields.php
ppr,FantasyPros ECR,2026,8/13,261,Ty Johnson,RB,RB74,BUF,7,12,156,385,255.81,34.99,287,18406,https://www.fantasypros.com/nfl/players/ty-johnson.php
ppr,FantasyPros ECR,2026,8/13,262,Marvin Mims Jr.,WR,WR94,DEN,10,12,202,298,256.31,25.24,298,23080,https://www.fantasypros.com/nfl/players/marvin-mims.php
ppr,FantasyPros ECR,2026,8/13,263,Chris Brooks,RB,RB75,GB,11,12,175,321,265.91,31.95,386,25823,https://www.fantasypros.com/nfl/players/christopher-brooks.php
ppr,FantasyPros ECR,2026,8/13,264,Tyquan Thornton,WR,WR95,KC,5,12,170,370,268.21,31.53,410,22913,https://www.fantasypros.com/nfl/players/tyquan-thornton.php
ppr,FantasyPros ECR,2026,8/13,265,Xavier Legette,WR,WR96,CAR,5,12,196,326,258.79,31.89,400,26136,https://www.fantasypros.com/nfl/players/xavier-legette.php
ppr,FantasyPros ECR,2026,8/13,266,DJ Giddens,RB,RB76,IND,13,12,221,329,268.53,23.26,308,27097,https://www.fantasypros.com/nfl/players/dj-giddens.php
ppr,FantasyPros ECR,2026,8/13,267,Ted Hurst III,WR,WR97,TB,10,12,184,315,253.43,33.40,278,28130,https://www.fantasypros.com/nfl/players/ted-hurst.php
ppr,FantasyPros ECR,2026,8/13,268,Darius Slayton,WR,WR98,NYG,8,12,199,371,265.85,29.69,388,18706,https://www.fantasypros.com/nfl/players/darius-slayton.php
ppr,FantasyPros ECR,2026,8/13,269,Eli Stowers,TE,TE33,PHI,10,12,217,377,272.00,27.26,252,23144,https://www.fantasypros.com/nfl/players/eli-stowers.php
ppr,FantasyPros ECR,2026,8/13,270,Mason Taylor,TE,TE34,NYJ,13,12,203,336,270.33,29.61,264,26005,https://www.fantasypros.com/nfl/players/mason-taylor.php
ppr,FantasyPros ECR,2026,8/13,271,Will Reichard,K,K16,MIN,6,12,193,333,255.35,31.36,194,26341,https://www.fantasypros.com/nfl/players/will-reichard.php
ppr,FantasyPros ECR,2026,8/13,272,Wil Lutz,K,K17,DEN,10,12,188,333,269.60,31.65,248,16026,https://www.fantasypros.com/nfl/players/wil-lutz.php
ppr,FantasyPros ECR,2026,8/13,273,LeQuint Allen Jr.,RB,RB77,JAC,7,12,169,326,264.31,27.23,378,27285,https://www.fantasypros.com/nfl/players/lequint-allen-jr.php
ppr,FantasyPros ECR,2026,8/13,274,Samaje Perine,RB,RB78,CIN,6,12,157,414,273.91,39.42,280,16423,https://www.fantasypros.com/nfl/players/samaje-perine.php
ppr,FantasyPros ECR,2026,8/13,275,Theo Johnson,TE,TE35,NYG,8,12,196,357,277.38,25.79,317,23104,https://www.fantasypros.com/nfl/players/theo-johnson.php
ppr,FantasyPros ECR,2026,8/13,276,Trey Benson,RB,RB79,ARI,14,12,145,364,258.22,51.49,277,25388,https://www.fantasypros.com/nfl/players/trey-benson.php
ppr,FantasyPros ECR,2026,8/13,277,Devaughn Vele,WR,WR99,NO,8,12,219,315,271.46,20.26,335,26409,https://www.fantasypros.com/nfl/players/devaughn-vele.php
ppr,FantasyPros ECR,2026,8/13,278,Ja'Kobi Lane,WR,WR100,BAL,13,12,150,339,252.77,47.23,215,27337,https://www.fantasypros.com/nfl/players/jakobi-lane.php
ppr,FantasyPros ECR,2026,8/13,279,Kaelon Black,RB,RB80,SF,8,12,160,337,268.69,48.13,236,28401,https://www.fantasypros.com/nfl/players/kaelon-black.php
ppr,FantasyPros ECR,2026,8/13,280,Atlanta Falcons,DST,DST17,ATL,11,12,186,356,262.66,32.18,246,8010,https://www.fantasypros.com/nfl/players/atlanta-defense.php
ppr,FantasyPros ECR,2026,8/13,281,Michael Penix Jr.,QB,QB32,ATL,11,12,242,347,289.61,23.93,290,22973,https://www.fantasypros.com/nfl/players/michael-penix-jr.php
ppr,FantasyPros ECR,2026,8/13,282,San Francisco 49ers,DST,DST18,SF,8,12,194,356,261.32,30.74,218,8270,https://www.fantasypros.com/nfl/players/san-francisco-defense.php
ppr,FantasyPros ECR,2026,8/13,283,Brandon Aiyuk,WR,WR101,SF,8,12,128,385,242.75,60.09,243,19252,https://www.fantasypros.com/nfl/players/brandon-aiyuk.php
ppr,FantasyPros ECR,2026,8/13,284,Malik Davis,RB,RB81,DAL,14,12,197,343,281.60,28.62,389,24205,https://www.fantasypros.com/nfl/players/malik-davis.php
ppr,FantasyPros ECR,2026,8/13,285,Oscar Delp,TE,TE36,NO,8,12,221,372,302.28,34.04,462,25430,https://www.fantasypros.com/nfl/players/oscar-delp.php
ppr,FantasyPros ECR,2026,8/13,286,Keenan Allen,WR,WR102,LAC,7,12,168,298,265.97,28.59,249,11616,https://www.fantasypros.com/nfl/players/keenan-allen.php
ppr,FantasyPros ECR,2026,8/13,287,Shedeur Sanders,QB,QB33,CLE,11,12,214,350,293.99,29.47,257,25968,https://www.fantasypros.com/nfl/players/shedeur-sanders.php
ppr,FantasyPros ECR,2026,8/13,288,Kaleb Johnson,RB,RB82,PIT,9,12,164,343,267.13,30.63,306,27165,https://www.fantasypros.com/nfl/players/kaleb-johnson-rb.php
ppr,FantasyPros ECR,2026,8/13,289,Emari Demercado,RB,RB83,KC,5,12,162,381,287.38,37.47,355,25654,https://www.fantasypros.com/nfl/players/emari-demercado.php
ppr,FantasyPros ECR,2026,8/13,290,Deshaun Watson,QB,QB34,CLE,11,12,242,348,290.40,25.59,330,16398,https://www.fantasypros.com/nfl/players/deshaun-watson.php
ppr,FantasyPros ECR,2026,8/13,291,Kirk Cousins,QB,QB35,LV,13,12,212,349,292.67,29.34,307,11177,https://www.fantasypros.com/nfl/players/kirk-cousins.php
ppr,FantasyPros ECR,2026,8/13,292,Kyle Williams,WR,WR103,NE,11,12,195,333,265.67,32.98,272,27487,https://www.fantasypros.com/nfl/players/kyle-williams-wr-2025.php
ppr,FantasyPros ECR,2026,8/13,293,Mike Gesicki,TE,TE37,CIN,6,12,226,355,270.87,25.31,339,17272,https://www.fantasypros.com/nfl/players/mike-gesicki.php
ppr,FantasyPros ECR,2026,8/13,294,Hollywood Brown,WR,WR104,PHI,10,12,227,344,281.94,20.45,313,18226,https://www.fantasypros.com/nfl/players/marquise-brown.php
ppr,FantasyPros ECR,2026,8/13,295,Brashard Smith,RB,RB84,KC,5,12,234,337,276.41,23.45,310,27259,https://www.fantasypros.com/nfl/players/brashard-smith.php
ppr,FantasyPros ECR,2026,8/13,296,Devin Neal,RB,RB85,NO,8,12,190,377,273.72,36.06,309,23682,https://www.fantasypros.com/nfl/players/devin-neal.php
ppr,FantasyPros ECR,2026,8/13,297,Devin Singletary,RB,RB86,NYG,8,12,162,332,288.71,27.16,304,18280,https://www.fantasypros.com/nfl/players/devin-singletary.php
ppr,FantasyPros ECR,2026,8/13,298,Mack Hollins,WR,WR105,NE,11,12,199,384,271.82,37.73,343,16489,https://www.fantasypros.com/nfl/players/mack-hollins.php
ppr,FantasyPros ECR,2026,8/13,299,Kendre Miller,RB,RB87,NO,8,12,164,366,284.69,37.76,354,24360,https://www.fantasypros.com/nfl/players/kendre-miller.php
ppr,FantasyPros ECR,2026,8/13,300,Isaiah Bond,WR,WR106,CLE,11,13,215,388,287.30,28.62,404,24371,https://www.fantasypros.com/nfl/players/isaiah-bond.php
