scoring,source,season,last_updated,ranking,player,position,position_rank,team,bye,tier,rank_best,rank_worst,rank_average,rank_stddev,adp_rank,player_id,fantasypros_url
ppr,FantasyPros ECR,2026,8/13,301,Tyreek Hill,WR,WR107,FA,,13,137,392,256.67,51.04,188,15802,https://www.fantasypros.com/nfl/players/tyreek-hill.php
ppr,FantasyPros ECR,2026,8/13,302,Adam Randall,RB,RB88,BAL,13,13,205,338,291.34,28.24,,24367,https://www.fantasypros.com/nfl/players/adam-randall.php
ppr,FantasyPros ECR,2026,8/13,303,Skyler Bell,WR,WR108,BUF,7,13,200,384,283.10,34.66,322,28126,https://www.fantasypros.com/nfl/players/skyler-bell.php
ppr,FantasyPros ECR,2026,8/13,304,Najee Harris,RB,RB89,LAC,7,13,233,337,284.21,27.69,338,19302,https://www.fantasypros.com/nfl/players/najee-harris-rb.php
ppr,FantasyPros ECR,2026,8/13,305,Jerome Ford,RB,RB90,WAS,7,13,222,322,287.81,24.83,558,22921,https://www.fantasypros.com/nfl/players/jerome-ford.php
ppr,FantasyPros ECR,2026,8/13,306,Charlie Smyth,K,K18,NO,8,13,207,364,283.42,39.97,379,26444,https://www.fantasypros.com/nfl/players/charlie-smyth.php
ppr,FantasyPros ECR,2026,8/13,307,Jake Tonges,TE,TE38,SF,8,13,158,345,281.41,31.88,255,24778,https://www.fantasypros.com/nfl/players/jake-tonges.php
ppr,FantasyPros ECR,2026,8/13,308,Caleb Douglas,WR,WR109,MIA,6,13,164,390,261.79,56.20,288,28135,https://www.fantasypros.com/nfl/players/caleb-douglas.php
ppr,FantasyPros ECR,2026,8/13,309,Seth McGowan,RB,RB91,IND,13,13,208,343,294.10,29.54,,23079,https://www.fantasypros.com/nfl/players/seth-mcgowan.php
ppr,FantasyPros ECR,2026,8/13,310,Tahj Brooks,RB,RB92,CIN,6,13,209,343,299.77,26.19,449,26212,https://www.fantasypros.com/nfl/players/tahj-brooks.php
ppr,FantasyPros ECR,2026,8/13,311,New Orleans Saints,DST,DST19,NO,8,13,186,356,273.42,40.00,239,8190,https://www.fantasypros.com/nfl/players/new-orleans-defense.php
ppr,FantasyPros ECR,2026,8/13,312,Indianapolis Colts,DST,DST20,IND,13,13,190,357,279.44,35.97,260,8130,https://www.fantasypros.com/nfl/players/indianapolis-defense.php
ppr,FantasyPros ECR,2026,8/13,313,Jarquez Hunter,RB,RB93,LAR,11,13,256,361,300.07,20.45,376,24335,https://www.fantasypros.com/nfl/players/jarquez-hunter.php
ppr,FantasyPros ECR,2026,8/13,314,Jaleel McLaughlin,RB,RB94,DEN,10,13,177,337,290.79,29.12,,25876,https://www.fantasypros.com/nfl/players/jaleel-mclaughlin.php
ppr,FantasyPros ECR,2026,8/13,315,Andrei Iosivas,WR,WR110,CIN,6,13,197,361,276.51,30.14,381,25335,https://www.fantasypros.com/nfl/players/andrei-iosivas.php
ppr,FantasyPros ECR,2026,8/13,316,Cyrus Allen,WR,WR111,KC,5,13,165,439,249.13,59.45,258,28424,https://www.fantasypros.com/nfl/players/cyrus-allen.php
ppr,FantasyPros ECR,2026,8/13,317,Isaac Guerendo,RB,RB95,SF,8,13,231,362,301.93,25.15,,26392,https://www.fantasypros.com/nfl/players/isaac-guerendo.php
ppr,FantasyPros ECR,2026,8/13,318,Trevor Etienne,RB,RB96,CAR,5,13,263,338,306.50,18.30,,25393,https://www.fantasypros.com/nfl/players/trevor-etienne.php
ppr,FantasyPros ECR,2026,8/13,319,Audric Estime,RB,RB97,NO,8,13,251,370,303.76,23.37,370,23054,https://www.fantasypros.com/nfl/players/audric-estime.php
ppr,FantasyPros ECR,2026,8/13,320,Darnell Washington,TE,TE39,PIT,9,13,221,389,296.98,29.40,289,22967,https://www.fantasypros.com/nfl/players/darnell-washington.php
ppr,FantasyPros ECR,2026,8/13,321,Chicago Bears,DST,DST21,CHI,10,13,190,342,270.17,43.44,220,8050,https://www.fantasypros.com/nfl/players/chicago-defense.php
ppr,FantasyPros ECR,2026,8/13,322,Will Shipley,RB,RB98,PHI,10,13,274,360,319.36,20.98,441,22930,https://www.fantasypros.com/nfl/players/will-shipley.php
ppr,FantasyPros ECR,2026,8/13,323,Kareem Hunt,RB,RB99,FA,,13,238,422,314.37,26.93,315,16425,https://www.fantasypros.com/nfl/players/kareem-hunt.php
ppr,FantasyPros ECR,2026,8/13,324,Jalen Tolbert,WR,WR112,MIA,6,13,179,388,295.00,46.32,291,23770,https://www.fantasypros.com/nfl/players/jalen-tolbert.php
ppr,FantasyPros ECR,2026,8/13,325,Luke McCaffrey,WR,WR113,WAS,7,13,252,414,307.80,28.05,341,26328,https://www.fantasypros.com/nfl/players/luke-mccaffrey.php
ppr,FantasyPros ECR,2026,8/13,326,Chris Brazzell II,WR,WR114,CAR,5,13,238,368,280.63,32.32,494,28047,https://www.fantasypros.com/nfl/players/chris-brazzell-ii.php
ppr,FantasyPros ECR,2026,8/13,327,Cedric Tillman,WR,WR115,CLE,11,13,247,378,302.37,26.64,453,25287,https://www.fantasypros.com/nfl/players/cedric-tillman.php
ppr,FantasyPros ECR,2026,8/13,328,J.J. McCarthy,QB,QB36,MIN,6,13,278,359,320.70,19.09,261,23018,https://www.fantasypros.com/nfl/players/jj-mccarthy.php
ppr,FantasyPros ECR,2026,8/13,329,Michael Mayer,TE,TE40,LV,13,13,261,370,311.05,27.51,401,23056,https://www.fantasypros.com/nfl/players/michael-mayer.php
ppr,FantasyPros ECR,2026,8/13,330,Konata Mumpfield,WR,WR116,LAR,11,13,239,367,297.58,28.86,363,27449,https://www.fantasypros.com/nfl/players/konata-mumpfield.php
ppr,FantasyPros ECR,2026,8/13,331,Calvin Austin III,WR,WR117,NYG,8,13,247,411,309.14,36.23,409,23739,https://www.fantasypros.com/nfl/players/calvin-austin.php
ppr,FantasyPros ECR,2026,8/13,332,Jahan Dotson,WR,WR118,ATL,11,13,197,375,295.78,40.50,412,23101,https://www.fantasypros.com/nfl/players/jahan-dotson.php
ppr,FantasyPros ECR,2026,8/13,333,Elijah Arroyo,TE,TE41,SEA,11,13,264,369,311.06,23.55,316,23004,https://www.fantasypros.com/nfl/players/elijah-arroyo.php
ppr,FantasyPros ECR,2026,8/13,334,Tez Johnson,WR,WR119,TB,10,13,250,371,304.82,26.88,440,27147,https://www.fantasypros.com/nfl/players/tez-johnson.php
ppr,FantasyPros ECR,2026,8/13,335,Max Klare,TE,TE42,LAR,11,13,281,370,319.24,25.06,382,27993,https://www.fantasypros.com/nfl/players/max-klare.php
ppr,FantasyPros ECR,2026,8/13,336,Joe Mixon,RB,RB100,FA,,13,231,363,304.91,37.14,319,16420,https://www.fantasypros.com/nfl/players/joe-mixon.php
ppr,FantasyPros ECR,2026,8/13,337,Jalen Royals,WR,WR120,KC,5,13,259,371,311.83,23.83,492,27076,https://www.fantasypros.com/nfl/players/jalen-royals.php
ppr,FantasyPros ECR,2026,8/13,338,Tyler Higbee,TE,TE43,LAR,11,13,259,360,316.49,26.30,333,15623,https://www.fantasypros.com/nfl/players/tyler-higbee.php
ppr,FantasyPros ECR,2026,8/13,339,Olamide Zaccheaus,WR,WR121,ATL,11,13,224,371,309.28,32.48,443,18864,https://www.fantasypros.com/nfl/players/olamide-zaccheaus.php
ppr,FantasyPros ECR,2026,8/13,340,Cole Kmet,TE,TE44,CHI,10,14,259,382,322.14,24.92,295,19229,https://www.fantasypros.com/nfl/players/cole-kmet.php
ppr,FantasyPros ECR,2026,8/13,341,Mac Jones,QB,QB37,SF,8,14,302,444,334.38,25.74,318,20156,https://www.fantasypros.com/nfl/players/mac-jones.php
ppr,FantasyPros ECR,2026,8/13,342,DeMario Douglas,WR,WR122,NE,11,14,230,424,320.59,43.52,337,25304,https://www.fantasypros.com/nfl/players/demario-douglas.php
ppr,FantasyPros ECR,2026,8/13,343,Bam Knight,RB,RB101,ARI,14,14,201,358,300.21,32.99,,24901,https://www.fantasypros.com/nfl/players/zonovan-bam-knight.php
ppr,FantasyPros ECR,2026,8/13,344,Carson Beck,QB,QB38,ARI,14,14,284,368,323.97,20.01,292,22953,https://www.fantasypros.com/nfl/players/carson-beck.php
ppr,FantasyPros ECR,2026,8/13,345,Noah Gray,TE,TE45,KC,5,14,290,367,324.44,22.49,346,19539,https://www.fantasypros.com/nfl/players/noah-gray.php
ppr,FantasyPros ECR,2026,8/13,346,Ja'Tavion Sanders,TE,TE46,CAR,5,14,244,400,320.91,34.81,483,24334,https://www.fantasypros.com/nfl/players/jatavion-sanders.php
ppr,FantasyPros ECR,2026,8/13,347,Joshua Palmer,WR,WR123,BUF,7,14,221,374,308.81,35.43,336,22845,https://www.fantasypros.com/nfl/players/josh-palmer.php
ppr,FantasyPros ECR,2026,8/13,348,Ty Simpson,QB,QB39,LAR,11,14,287,390,338.71,25.99,279,25368,https://www.fantasypros.com/nfl/players/ty-simpson.php
ppr,FantasyPros ECR,2026,8/13,349,Treylon Burks,WR,WR124,WAS,7,14,195,396,315.50,46.57,470,22905,https://www.fantasypros.com/nfl/players/treylon-burks.php
ppr,FantasyPros ECR,2026,8/13,350,Carolina Panthers,DST,DST22,CAR,5,14,220,367,299.32,40.95,263,8040,https://www.fantasypros.com/nfl/players/carolina-defense.php
ppr,FantasyPros ECR,2026,8/13,351,Dawson Knox,TE,TE47,BUF,7,14,274,416,333.81,30.77,320,18631,https://www.fantasypros.com/nfl/players/dawson-knox.php
ppr,FantasyPros ECR,2026,8/13,352,Erick All Jr.,TE,TE48,CIN,6,14,256,411,322.59,35.27,485,23837,https://www.fantasypros.com/nfl/players/erick-all.php
ppr,FantasyPros ECR,2026,8/13,353,Eli Raridon,TE,TE49,NE,11,14,268,448,331.66,39.09,387,28154,https://www.fantasypros.com/nfl/players/eli-raridon.php
ppr,FantasyPros ECR,2026,8/13,354,Eli Heidenreich,RB,RB102,PIT,9,14,248,373,309.74,34.13,471,28297,https://www.fantasypros.com/nfl/players/eli-heidenreich.php
ppr,FantasyPros ECR,2026,8/13,355,Brenen Thompson,WR,WR125,LAC,7,14,244,389,306.50,40.68,408,28133,https://www.fantasypros.com/nfl/players/brenen-thompson.php
ppr,FantasyPros ECR,2026,8/13,356,Bryce Lance,WR,WR126,NO,8,14,270,386,319.88,31.07,437,28129,https://www.fantasypros.com/nfl/players/bryce-lance.php
ppr,FantasyPros ECR,2026,8/13,357,Dallas Cowboys,DST,DST23,DAL,14,14,179,366,257.33,65.60,216,8080,https://www.fantasypros.com/nfl/players/dallas-defense.php
ppr,FantasyPros ECR,2026,8/13,358,Justin Fields,QB,QB40,KC,5,14,296,390,342.72,23.12,321,19781,https://www.fantasypros.com/nfl/players/justin-fields.php
ppr,FantasyPros ECR,2026,8/13,359,Michael Carter,RB,RB103,TEN,9,14,283,416,330.04,27.22,,22728,https://www.fantasypros.com/nfl/players/michael-carter-rb.php
ppr,FantasyPros ECR,2026,8/13,360,Justin Joly,TE,TE50,DEN,10,14,274,380,337.81,27.73,537,28079,https://www.fantasypros.com/nfl/players/justin-joly.php
ppr,FantasyPros ECR,2026,8/13,361,Kendrick Bourne,WR,WR127,ARI,14,14,218,447,313.60,53.79,465,17066,https://www.fantasypros.com/nfl/players/kendrick-bourne.php
ppr,FantasyPros ECR,2026,8/13,362,Raheim Sanders,RB,RB104,CLE,11,14,256,384,323.10,29.06,473,24351,https://www.fantasypros.com/nfl/players/raheim-sanders.php
ppr,FantasyPros ECR,2026,8/13,363,Dont'e Thornton Jr.,WR,WR128,LV,13,14,269,371,312.61,32.09,481,27288,https://www.fantasypros.com/nfl/players/donte-thornton-jr.php
ppr,FantasyPros ECR,2026,8/13,364,Nick Chubb,RB,RB105,FA,,14,283,402,329.81,27.89,397,17246,https://www.fantasypros.com/nfl/players/nick-chubb.php
ppr,FantasyPros ECR,2026,8/13,365,John Metchie III,WR,WR129,CAR,5,14,244,417,321.68,42.11,294,22895,https://www.fantasypros.com/nfl/players/john-metchie.php
ppr,FantasyPros ECR,2026,8/13,366,Tyler Bass,K,K19,BUF,7,14,216,410,277.46,51.26,250,19760,https://www.fantasypros.com/nfl/players/tyler-bass.php
ppr,FantasyPros ECR,2026,8/13,367,Jaylin Lane,WR,WR130,WAS,7,14,293,378,336.82,27.75,484,27454,https://www.fantasypros.com/nfl/players/jaylin-lane.php
ppr,FantasyPros ECR,2026,8/13,368,Anthony Richardson Sr.,QB,QB41,IND,13,14,306,386,347.04,22.17,405,24347,https://www.fantasypros.com/nfl/players/anthony-richardson.php
ppr,FantasyPros ECR,2026,8/13,369,Noah Fant,TE,TE51,NO,8,14,287,387,342.09,27.33,435,17527,https://www.fantasypros.com/nfl/players/noah-fant.php
ppr,FantasyPros ECR,2026,8/13,370,Xavier Hutchinson,WR,WR131,HOU,8,14,253,378,330.84,32.03,472,25332,https://www.fantasypros.com/nfl/players/xavier-hutchinson.php
ppr,FantasyPros ECR,2026,8/13,371,Jake Elliott,K,K20,PHI,10,14,216,383,300.64,43.66,240,16540,https://www.fantasypros.com/nfl/players/jake-elliott.php
ppr,FantasyPros ECR,2026,8/13,372,Jawhar Jordan,RB,RB106,HOU,8,14,282,409,337.15,32.88,434,26329,https://www.fantasypros.com/nfl/players/jawhar-jordan.php
ppr,FantasyPros ECR,2026,8/13,373,New York Giants,DST,DST24,NYG,8,14,215,387,285.00,52.38,217,8200,https://www.fantasypros.com/nfl/players/new-york-giants-defense.php
ppr,FantasyPros ECR,2026,8/13,374,Cincinnati Bengals,DST,DST25,CIN,6,14,212,356,258.60,57.43,267,8060,https://www.fantasypros.com/nfl/players/cincinnati-defense.php
ppr,FantasyPros ECR,2026,8/13,375,Savion Williams,WR,WR132,GB,11,14,293,445,340.30,33.93,,27144,https://www.fantasypros.com/nfl/players/savion-williams.php
ppr,FantasyPros ECR,2026,8/13,376,Tutu Atwell,WR,WR133,MIA,6,14,247,425,335.89,41.92,417,20126,https://www.fantasypros.com/nfl/players/tutu-atwell.php
ppr,FantasyPros ECR,2026,8/13,377,J'Mari Taylor,RB,RB107,JAC,7,14,302,376,327.63,20.06,,28109,https://www.fantasypros.com/nfl/players/jmari-taylor.php
ppr,FantasyPros ECR,2026,8/13,378,Tampa Bay Buccaneers,DST,DST26,TB,10,14,206,365,276.60,56.03,256,8290,https://www.fantasypros.com/nfl/players/tampa-bay-defense.php
ppr,FantasyPros ECR,2026,8/13,379,Kevin Coleman Jr.,WR,WR134,MIA,6,14,255,421,333.00,48.39,458,28067,https://www.fantasypros.com/nfl/players/kevin-coleman-jr.php
ppr,FantasyPros ECR,2026,8/13,380,Phil Mafah,RB,RB108,DAL,14,14,243,400,306.75,42.13,569,22928,https://www.fantasypros.com/nfl/players/phil-mafah.php
ppr,FantasyPros ECR,2026,8/13,381,Luke Musgrave,TE,TE52,GB,11,14,295,384,349.26,23.66,357,25282,https://www.fantasypros.com/nfl/players/luke-musgrave.php
ppr,FantasyPros ECR,2026,8/13,382,Joe Flacco,QB,QB42,CIN,6,14,302,388,347.33,27.15,314,9300,https://www.fantasypros.com/nfl/players/joe-flacco.php
ppr,FantasyPros ECR,2026,8/13,383,KaVontae Turpin,WR,WR135,DAL,14,14,265,434,326.08,51.32,350,18520,https://www.fantasypros.com/nfl/players/kavontae-turpin.php
ppr,FantasyPros ECR,2026,8/13,384,Tommy Tremble,TE,TE53,CAR,5,14,291,403,344.53,29.85,384,22795,https://www.fantasypros.com/nfl/players/tommy-tremble.php
ppr,FantasyPros ECR,2026,8/13,385,Kalif Raymond,WR,WR136,CHI,10,14,272,380,328.17,35.05,365,16081,https://www.fantasypros.com/nfl/players/kalif-raymond.php
ppr,FantasyPros ECR,2026,8/13,386,Zane Gonzalez,K,K21,MIA,6,14,212,408,320.09,50.72,375,16548,https://www.fantasypros.com/nfl/players/zane-gonzalez.php
ppr,FantasyPros ECR,2026,8/13,387,Trey Smack,K,K22,GB,11,14,215,373,265.29,47.48,273,28507,https://www.fantasypros.com/nfl/players/trey-smack.php
ppr,FantasyPros ECR,2026,8/13,388,Ben Sinnott,TE,TE54,WAS,7,14,326,386,352.50,17.42,533,26310,https://www.fantasypros.com/nfl/players/ben-sinnott.php
ppr,FantasyPros ECR,2026,8/13,389,Charlie Kolar,TE,TE55,LAC,7,14,259,392,328.64,40.17,,22756,https://www.fantasypros.com/nfl/players/charlie-kolar.php
ppr,FantasyPros ECR,2026,8/13,390,CJ Daniels,WR,WR137,LAR,11,14,289,419,349.14,34.50,416,28125,https://www.fantasypros.com/nfl/players/cj-daniels.php
ppr,FantasyPros ECR,2026,8/13,391,Ashton Dulin,WR,WR138,IND,13,14,250,340,302.75,28.93,529,18656,https://www.fantasypros.com/nfl/players/ashton-dulin.php
ppr,FantasyPros ECR,2026,8/13,392,Darren Waller,TE,TE56,CAR,5,14,236,379,326.40,44.04,,14104,https://www.fantasypros.com/nfl/players/darren-waller.php
ppr,FantasyPros ECR,2026,8/13,393,Mitchell Evans,TE,TE57,CAR,5,14,319,387,357.87,19.77,438,27138,https://www.fantasypros.com/nfl/players/mitchell-evans.php
ppr,FantasyPros ECR,2026,8/13,394,John Bates,TE,TE58,WAS,7,14,274,430,330.10,46.48,532,22833,https://www.fantasypros.com/nfl/players/john-bates.php
ppr,FantasyPros ECR,2026,8/13,395,Zavion Thomas,WR,WR139,CHI,10,14,266,442,340.18,51.09,377,28132,https://www.fantasypros.com/nfl/players/zavion-thomas.php
ppr,FantasyPros ECR,2026,8/13,396,Jameis Winston,QB,QB43,NYG,8,14,322,398,353.08,23.84,311,13891,https://www.fantasypros.com/nfl/players/jameis-winston.php
ppr,FantasyPros ECR,2026,8/13,397,Nick Westbrook-Ikhine,WR,WR140,IND,13,14,258,380,342.64,40.54,464,19747,https://www.fantasypros.com/nfl/players/nick-westbrook.php
ppr,FantasyPros ECR,2026,8/13,398,Marcus Mariota,QB,QB44,WAS,7,14,322,398,351.08,29.33,439,13890,https://www.fantasypros.com/nfl/players/marcus-mariota.php
ppr,FantasyPros ECR,2026,8/13,399,Blake Grupe,K,K23,IND,13,14,214,354,262.20,51.59,276,25533,https://www.fantasypros.com/nfl/players/blake-grupe.php
ppr,FantasyPros ECR,2026,8/13,400,Daniel Bellinger,TE,TE59,TEN,9,15,306,397,348.36,32.84,489,24238,https://www.fantasypros.com/nfl/players/daniel-bellinger.php
ppr,FantasyPros ECR,2026,8/13,401,Nick Folk,K,K24,ATL,11,15,230,366,267.40,49.79,269,9491,https://www.fantasypros.com/nfl/players/nick-folk.php
ppr,FantasyPros ECR,2026,8/13,402,Tennessee Titans,DST,DST27,TEN,9,15,212,356,293.00,63.90,254,8300,https://www.fantasypros.com/nfl/players/tennessee-defense.php
ppr,FantasyPros ECR,2026,8/13,403,Malik Benson,WR,WR141,LV,13,15,236,436,331.00,72.59,411,26012,https://www.fantasypros.com/nfl/players/malik-benson.php
ppr,FantasyPros ECR,2026,8/13,404,Austin Ekeler,RB,RB109,FA,,15,315,392,358.92,21.90,582,16483,https://www.fantasypros.com/nfl/players/austin-ekeler.php
ppr,FantasyPros ECR,2026,8/13,405,Jake Moody,K,K25,WAS,7,15,248,333,279.60,30.23,328,24009,https://www.fantasypros.com/nfl/players/jake-moody.php
ppr,FantasyPros ECR,2026,8/13,406,Devontez Walker,WR,WR142,BAL,13,15,287,452,352.40,47.36,312,26011,https://www.fantasypros.com/nfl/players/devontez-walker.php
ppr,FantasyPros ECR,2026,8/13,407,Jordan Whittington,WR,WR143,LAR,11,15,298,443,352.80,44.12,348,23135,https://www.fantasypros.com/nfl/players/jordan-whittington.php
ppr,FantasyPros ECR,2026,8/13,408,Dameon Pierce,RB,RB110,PHI,10,15,321,383,353.00,20.64,,22947,https://www.fantasypros.com/nfl/players/dameon-pierce.php
ppr,FantasyPros ECR,2026,8/13,409,Joe Milton III,QB,QB45,DAL,14,15,320,388,354.00,21.52,364,25967,https://www.fantasypros.com/nfl/players/joe-milton.php
ppr,FantasyPros ECR,2026,8/13,410,Deion Burks,WR,WR144,IND,13,15,290,455,352.33,50.21,,27093,https://www.fantasypros.com/nfl/players/deion-burks.php
ppr,FantasyPros ECR,2026,8/13,411,Kyle Juszczyk,RB,RB111,SF,8,15,237,364,341.38,40.81,366,11798,https://www.fantasypros.com/nfl/players/kyle-juszczyk.php
ppr,FantasyPros ECR,2026,8/13,412,Roman Wilson,WR,WR145,PIT,9,15,272,362,317.33,30.95,374,28896,https://www.fantasypros.com/nfl/players/roman-wilson-wr.php
ppr,FantasyPros ECR,2026,8/13,413,Las Vegas Raiders,DST,DST28,LV,13,15,161,361,269.75,71.26,266,8220,https://www.fantasypros.com/nfl/players/las-vegas-defense.php
ppr,FantasyPros ECR,2026,8/13,414,Roschon Johnson,RB,RB112,CHI,10,15,317,391,354.33,23.94,423,25322,https://www.fantasypros.com/nfl/players/roschon-johnson.php
ppr,FantasyPros ECR,2026,8/13,415,Austin Hooper,TE,TE60,ATL,11,15,310,392,349.63,29.05,528,15581,https://www.fantasypros.com/nfl/players/austin-hooper.php
ppr,FantasyPros ECR,2026,8/13,416,Jam Miller,RB,RB113,NE,11,15,284,387,350.13,32.19,578,27326,https://www.fantasypros.com/nfl/players/jam-miller.php
ppr,FantasyPros ECR,2026,8/13,417,Rasheen Ali,RB,RB114,BAL,13,15,314,365,344.57,19.15,,25983,https://www.fantasypros.com/nfl/players/rasheen-ali.php
ppr,FantasyPros ECR,2026,8/13,418,Damien Martinez,RB,RB115,GB,11,15,311,412,355.75,29.18,571,25976,https://www.fantasypros.com/nfl/players/damien-martinez.php
ppr,FantasyPros ECR,2026,8/13,419,Ben Sauls,K,K26,NYG,8,15,250,454,325.80,75.20,327,27798,https://www.fantasypros.com/nfl/players/ben-sauls.php
ppr,FantasyPros ECR,2026,8/13,420,Dyami Brown,WR,WR146,WAS,7,15,301,456,362.50,45.04,,20113,https://www.fantasypros.com/nfl/players/dyami-brown.php
ppr,FantasyPros ECR,2026,8/13,421,Sione Vaki,RB,RB116,DET,6,15,299,393,338.83,35.62,512,26309,https://www.fantasypros.com/nfl/players/sione-vaki.php
ppr,FantasyPros ECR,2026,8/13,422,Chad Ryland,K,K27,ARI,14,15,211,394,325.60,63.04,349,25354,https://www.fantasypros.com/nfl/players/chad-ryland.php
ppr,FantasyPros ECR,2026,8/13,423,Cade Klubnik,QB,QB46,NYJ,13,15,301,359,326.80,21.67,420,24361,https://www.fantasypros.com/nfl/players/cade-klubnik.php
ppr,FantasyPros ECR,2026,8/13,424,Greg Dortch,WR,WR147,DET,6,15,271,397,343.00,45.59,495,18585,https://www.fantasypros.com/nfl/players/greg-dortch.php
ppr,FantasyPros ECR,2026,8/13,425,Jeremy McNichols,RB,RB117,WAS,7,15,243,389,328.20,64.56,,16445,https://www.fantasypros.com/nfl/players/jeremy-mcnichols.php
ppr,FantasyPros ECR,2026,8/13,426,Colbie Young,WR,WR148,CIN,6,15,291,380,328.60,37.87,414,26037,https://www.fantasypros.com/nfl/players/colbie-young.php
ppr,FantasyPros ECR,2026,8/13,427,Tommy Myers,TE,TE61,FA,,15,256,426,309.50,69.62,,25167,https://www.fantasypros.com/nfl/players/tommy-myers.php
ppr,FantasyPros ECR,2026,8/13,428,Will Kacmarek,TE,TE62,MIA,6,15,293,320,308.75,10.43,530,28403,https://www.fantasypros.com/nfl/players/will-kacmarek.php
ppr,FantasyPros ECR,2026,8/13,429,Miami Dolphins,DST,DST29,MIA,6,15,324,393,347.83,23.11,281,8160,https://www.fantasypros.com/nfl/players/miami-defense.php
ppr,FantasyPros ECR,2026,8/13,430,Daniel Carlson,K,K28,LV,13,15,246,405,316.50,57.02,583,17420,https://www.fantasypros.com/nfl/players/daniel-carlson.php
ppr,FantasyPros ECR,2026,8/13,431,Terrell Jennings,RB,RB118,NE,11,15,319,407,351.33,30.47,513,26964,https://www.fantasypros.com/nfl/players/terrell-jennings.php
ppr,FantasyPros ECR,2026,8/13,432,Ryan Fitzgerald,K,K29,CAR,5,15,247,409,318.25,72.15,331,27261,https://www.fantasypros.com/nfl/players/ryan-fitzgerald.php
ppr,FantasyPros ECR,2026,8/13,433,Demarcus Robinson,WR,WR149,SF,8,15,305,415,351.50,45.22,538,15665,https://www.fantasypros.com/nfl/players/demarcus-robinson.php
ppr,FantasyPros ECR,2026,8/13,434,Zach Ertz,TE,TE63,FA,,15,309,402,362.57,28.63,586,11689,https://www.fantasypros.com/nfl/players/zach-ertz.php
ppr,FantasyPros ECR,2026,8/13,435,Tanner Koziol,TE,TE64,JAC,7,15,292,371,348.20,28.98,460,27499,https://www.fantasypros.com/nfl/players/tanner-koziol.php
ppr,FantasyPros ECR,2026,8/13,436,Spencer Shrader,K,K30,IND,13,15,248,252,250.00,2.00,352,26763,https://www.fantasypros.com/nfl/players/spencer-shrader.php
ppr,FantasyPros ECR,2026,8/13,437,Joey Slye,K,K31,TEN,9,15,237,404,335.25,62.64,372,19028,https://www.fantasypros.com/nfl/players/joey-slye.php
ppr,FantasyPros ECR,2026,8/13,438,Brandon McManus,K,K32,FA,,15,215,395,308.33,73.64,518,13274,https://www.fantasypros.com/nfl/players/brandon-mcmanus.php
ppr,FantasyPros ECR,2026,8/13,439,Quinn Ewers,QB,QB47,MIA,6,15,303,382,336.00,31.52,393,23680,https://www.fantasypros.com/nfl/players/quinn-ewers.php
ppr,FantasyPros ECR,2026,8/13,440,Jonnu Smith,TE,TE65,FA,,15,289,429,355.80,51.89,,16460,https://www.fantasypros.com/nfl/players/jonnu-smith.php
ppr,FantasyPros ECR,2026,8/13,441,Tai Felton,WR,WR150,MIN,6,15,272,457,349.00,67.89,448,27182,https://www.fantasypros.com/nfl/players/tai-felton.php
ppr,FantasyPros ECR,2026,8/13,442,Xavier Restrepo,WR,WR151,TEN,9,15,288,330,314.00,18.55,,27066,https://www.fantasypros.com/nfl/players/xavier-restrepo.php
ppr,FantasyPros ECR,2026,8/13,443,Zavier Scott,RB,RB119,MIN,6,15,322,380,356.40,22.82,576,25748,https://www.fantasypros.com/nfl/players/zavier-scott.php
ppr,FantasyPros ECR,2026,8/13,444,Antonio Gibson,RB,RB120,FA,,15,326,435,362.60,41.50,591,19624,https://www.fantasypros.com/nfl/players/antonio-gibson.php
ppr,FantasyPros ECR,2026,8/13,445,Jahdae Walker,WR,WR152,CHI,10,15,305,340,321.33,14.38,371,27810,https://www.fantasypros.com/nfl/players/jahdae-walker.php
ppr,FantasyPros ECR,2026,8/13,446,Marlin Klein,TE,TE66,HOU,8,15,289,395,345.50,37.75,475,28157,https://www.fantasypros.com/nfl/players/marlin-klein.php
ppr,FantasyPros ECR,2026,8/13,447,Washington Commanders,DST,DST30,WAS,7,15,206,403,322.67,84.43,283,8310,https://www.fantasypros.com/nfl/players/washington-defense.php
ppr,FantasyPros ECR,2026,8/13,448,Tyler Goodson,RB,RB121,ATL,11,15,329,394,361.00,28.89,565,22976,https://www.fantasypros.com/nfl/players/tyler-goodson.php
ppr,FantasyPros ECR,2026,8/13,449,Odell Beckham Jr.,WR,WR153,NYG,8,15,305,350,323.33,19.29,324,12127,https://www.fantasypros.com/nfl/players/odell-beckham.php
ppr,FantasyPros ECR,2026,8/13,450,Ty Chandler,RB,RB122,NO,8,15,283,389,328.33,44.61,,19471,https://www.fantasypros.com/nfl/players/ty-chandler.php
ppr,FantasyPros ECR,2026,8/13,451,Theo Wease Jr.,WR,WR154,MIA,6,15,255,420,335.00,67.45,,27222,https://www.fantasypros.com/nfl/players/theo-wease-jr.php
ppr,FantasyPros ECR,2026,8/13,452,Xavier Smith,WR,WR155,LAR,11,15,289,301,295.00,6.00,413,25627,https://www.fantasypros.com/nfl/players/xavier-smith.php
ppr,FantasyPros ECR,2026,8/13,453,Khalil Herbert,RB,RB123,SF,8,15,310,366,336.00,23.04,,22763,https://www.fantasypros.com/nfl/players/khalil-herbert.php
