scoring,source,season,last_updated,ranking,player,position,position_rank,team,bye,tier,rank_best,rank_worst,rank_average,rank_stddev,adp_rank,player_id,fantasypros_url
half-ppr,FantasyPros ECR,2026,8/13,782,Caullin Lacy,WR,WR306,NYJ,13,16,795,809,802.00,7.00,,27311,https://www.fantasypros.com/nfl/players/caullin-lacy.php
half-ppr,FantasyPros ECR,2026,8/13,783,Trent Sherfield Sr.,WR,WR307,BUF,7,16,790,816,803.00,13.00,,17888,https://www.fantasypros.com/nfl/players/trent-sherfield.php
half-ppr,FantasyPros ECR,2026,8/13,784,Junior Bergen,WR,WR308,FA,,16,782,831,806.50,24.50,,27552,https://www.fantasypros.com/nfl/players/junior-bergen.php
half-ppr,FantasyPros ECR,2026,8/13,785,Jordan Hudson,WR,WR309,DAL,14,16,807,809,808.00,1.00,,28426,https://www.fantasypros.com/nfl/players/jordan-hudson.php
half-ppr,FantasyPros ECR,2026,8/13,786,Phillip Dorsett II,WR,WR310,LV,13,16,780,838,809.00,29.00,,13979,https://www.fantasypros.com/nfl/players/phillip-dorsett.php
half-ppr,FantasyPros ECR,2026,8/13,787,Kobe Prentice,WR,WR311,NE,11,16,798,820,809.00,11.00,,26016,https://www.fantasypros.com/nfl/players/kobe-prentice.php
half-ppr,FantasyPros ECR,2026,8/13,788,Irv Charles,WR,WR312,SEA,11,16,784,835,809.50,25.50,,24904,https://www.fantasypros.com/nfl/players/irvin-charles.php
half-ppr,FantasyPros ECR,2026,8/13,789,Xavier Gipson,WR,WR313,NYG,8,16,797,823,810.00,13.00,,25758,https://www.fantasypros.com/nfl/players/xavier-gipson.php
half-ppr,FantasyPros ECR,2026,8/13,790,Sincere Brown,WR,WR314,LAC,7,16,799,827,813.00,14.00,,28522,https://www.fantasypros.com/nfl/players/sincere-brown.php
half-ppr,FantasyPros ECR,2026,8/13,791,Dean Patterson,WR,WR315,TB,10,16,813,814,813.50,0.50,,28871,https://www.fantasypros.com/nfl/players/dean-patterson.php
half-ppr,FantasyPros ECR,2026,8/13,792,Malik Turner,WR,WR316,SF,8,16,788,840,814.00,26.00,,18168,https://www.fantasypros.com/nfl/players/malik-turner.php
half-ppr,FantasyPros ECR,2026,8/13,793,Chris Hilton Jr.,WR,WR317,GB,11,16,790,838,814.00,24.00,,22995,https://www.fantasypros.com/nfl/players/chris-hilton.php
half-ppr,FantasyPros ECR,2026,8/13,794,Harrison Wallace III,WR,WR318,ARI,14,16,794,834,814.00,20.00,,28143,https://www.fantasypros.com/nfl/players/harrison-wallace-iii.php
half-ppr,FantasyPros ECR,2026,8/13,795,AJ Henning,WR,WR319,MIA,6,16,796,832,814.00,18.00,,23016,https://www.fantasypros.com/nfl/players/aj-henning.php
half-ppr,FantasyPros ECR,2026,8/13,796,Xavier Loyd,WR,WR320,KC,5,16,783,848,815.50,32.50,,28768,https://www.fantasypros.com/nfl/players/xavier-loyd.php
half-ppr,FantasyPros ECR,2026,8/13,797,Cortez Braham Jr.,WR,WR321,BAL,13,16,796,836,816.00,20.00,,28703,https://www.fantasypros.com/nfl/players/cortez-braham-jr.php
half-ppr,FantasyPros ECR,2026,8/13,798,Rashad Rochelle,WR,WR322,SEA,11,16,804,831,817.50,13.50,,28899,https://www.fantasypros.com/nfl/players/rashad-rochelle.php
half-ppr,FantasyPros ECR,2026,8/13,799,DT Sheffield,WR,WR323,NYJ,13,16,817,819,818.00,1.00,,28153,https://www.fantasypros.com/nfl/players/dt-sheffield.php
half-ppr,FantasyPros ECR,2026,8/13,800,Mante Morrow,WR,WR324,FA,,16,800,837,818.50,18.50,,28901,https://www.fantasypros.com/nfl/players/mante-morrow.php
half-ppr,FantasyPros ECR,2026,8/13,801,Bryson Green,WR,WR325,ARI,14,16,801,837,819.00,18.00,,27591,https://www.fantasypros.com/nfl/players/bryson-green.php
half-ppr,FantasyPros ECR,2026,8/13,802,Malik McClain,WR,WR326,NYJ,13,16,816,822,819.00,3.00,,28686,https://www.fantasypros.com/nfl/players/malik-mcclain.php
half-ppr,FantasyPros ECR,2026,8/13,803,Octavian Smith Jr.,WR,WR327,BAL,13,16,804,839,821.50,17.50,,26043,https://www.fantasypros.com/nfl/players/octavian-smith-jr.php
half-ppr,FantasyPros ECR,2026,8/13,804,Ihmir Smith-Marsette,WR,WR328,ARI,14,16,802,844,823.00,21.00,,20116,https://www.fantasypros.com/nfl/players/ihmir-smithmarsette.php
half-ppr,FantasyPros ECR,2026,8/13,805,Treyvhon Saunders,WR,WR329,HOU,8,16,810,839,824.50,14.50,,28715,https://www.fantasypros.com/nfl/players/treyvhon-saunders.php
half-ppr,FantasyPros ECR,2026,8/13,806,Tyren Montgomery,WR,WR330,TEN,9,16,819,830,824.50,5.50,,28423,https://www.fantasypros.com/nfl/players/tyren-montgomery.php
half-ppr,FantasyPros ECR,2026,8/13,807,Cameron Ross,WR,WR331,DEN,10,16,824,825,824.50,0.50,,28627,https://www.fantasypros.com/nfl/players/cam-ross.php
half-ppr,FantasyPros ECR,2026,8/13,808,Kolbe Katsis,WR,WR332,DEN,10,16,824,825,824.50,0.50,,28833,https://www.fantasypros.com/nfl/players/kolbe-katsis.php
half-ppr,FantasyPros ECR,2026,8/13,809,Daniel Sobkowicz,WR,WR333,HOU,8,16,811,841,826.00,15.00,,28711,https://www.fantasypros.com/nfl/players/daniel-sobkowicz.php
half-ppr,FantasyPros ECR,2026,8/13,810,Dalen Cambre,WR,WR334,NYG,8,16,822,833,827.50,5.50,,27663,https://www.fantasypros.com/nfl/players/dalen-cambre.php
half-ppr,FantasyPros ECR,2026,8/13,811,Wesley Grimes,WR,WR335,SF,8,16,814,842,828.00,14.00,,28562,https://www.fantasypros.com/nfl/players/wesley-grimes.php
half-ppr,FantasyPros ECR,2026,8/13,812,Ja'Mori Maclin,WR,WR336,BUF,7,16,829,834,831.50,2.50,,27462,https://www.fantasypros.com/nfl/players/jamori-maclin.php
half-ppr,FantasyPros ECR,2026,8/13,813,Trey Palmer,WR,WR337,NO,8,16,820,845,832.50,12.50,,25331,https://www.fantasypros.com/nfl/players/trey-palmer.php
half-ppr,FantasyPros ECR,2026,8/13,814,Samori Toure,WR,WR338,PHI,10,16,818,849,833.50,15.50,,23883,https://www.fantasypros.com/nfl/players/samori-toure.php
half-ppr,FantasyPros ECR,2026,8/13,815,Max Tomczak,WR,WR339,BUF,7,16,828,845,836.50,8.50,,28151,https://www.fantasypros.com/nfl/players/max-tomczak.php
half-ppr,FantasyPros ECR,2026,8/13,816,Courtney Jackson,WR,WR340,TEN,9,16,832,846,839.00,7.00,,27583,https://www.fantasypros.com/nfl/players/courtney-jackson.php
half-ppr,FantasyPros ECR,2026,8/13,817,Brock Rechsteiner,WR,WR341,NO,8,16,841,847,844.00,3.00,,28895,https://www.fantasypros.com/nfl/players/brock-rechsteiner.php
half-ppr,FantasyPros ECR,2026,8/13,818,KhaDarel Hodge,WR,WR342,SF,8,16,843,860,851.50,8.50,,18166,https://www.fantasypros.com/nfl/players/khadarel-hodge.php
half-ppr,FantasyPros ECR,2026,8/13,819,Trenton Irwin,WR,WR343,SF,8,16,846,857,851.50,5.50,,18726,https://www.fantasypros.com/nfl/players/trenton-irwin.php
